TOVAR_ID,UPAC,MAKER,GROUP_ID,NAME
11813,10.0,АПДЖОН (ФАРМАЦИЯ И АПДЖОН),12,"Средства,действующие на ЦНС"
11814,1.0,СИНТЕЛАБО (САНОФИ-СИНТЕЛАБО),17,Урология и андрология
11815,1.0,УПСА (БРИСТОЛ-МАЙЕРС СКВИББ),12,"Средства,действующие на ЦНС"
11816,1.0,РОН-ПУЛЕНК РОРЕР (АВЕНТИС),18,Заболевания желудочно-киш.тракта
11817,1.0,СТЕРЛИНГ ХЕЛС (СМИТКЛЯЙН БИЧЕМ),3,"Противоревматические,анальгезирующие,жаропонижающие"
11819,1.0,ИННОТЕРА ЛАБ.,15,Коррекция метаболизма
11820,1.0,БАЙЕР,3,"Противоревматические,анальгезирующие,жаропонижающие"
11821,1.0,ПАРТНЕР АО,31,"Бактерийные препараты,вакцины,сыворотки"
11822,1.0,НОВАРТИС АГ (ШВЕЦАРИЯ),3,"Противоревматические,анальгезирующие,жаропонижающие"
11823,1.0,МОСКОВСК.ЭНДОКР.З-Д,5,Гормоны
11826,1.0,ГЕДЕОН РИХТЕР,3,"Противоревматические,анальгезирующие,жаропонижающие"
11827,1.0,ГЛАКСО ВЭЛКОМ,18,Заболевания желудочно-киш.тракта
11828,1.0,НОВАРТИС АГ (ШВЕЦАРИЯ),12,"Средства,действующие на ЦНС"
11829,1.0,КНОЛЛЬ,11,Сердечно-сосудистые средства
11833,50.0,КИЕВМЕДПРЕПАРАТ,20,Антибиотики
11839,10.0,ГАМАЛЕЯ,31,"Бактерийные препараты,вакцины,сыворотки"
11853,15.0,ТЕВА ФАРМАСЬЮТИКАЛ ИНДАСТРИЗ ЛТД,11,Сердечно-сосудистые средства
11855,45.0,АЙ СИ ЭН ОКТЯБРЬ,12,"Средства,действующие на ЦНС"
11856,25.0,МЕРК ШАРП И ДОУМ,11,Сердечно-сосудистые средства
11857,56.0,МОСКОВСКАЯ Ф. Ф-КА,25,Фитопрепараты
11860,24.0,САГМЕЛ,53,Акушерство и гинекология
11863,98.0,ВАЙТ-ЛЕДЕРЛЕ (ЦИАНАМИД ИНТ. ЛТД),10,Витамины и аналоги
11868,1.0,ЭГИС,12,"Средства,действующие на ЦНС"
11869,28.0,БЕРИНГЕР ИНГЕЛЬХАЙМ ГМБХ,4,Респираторные заболевания
11873,100.0,БИОПИН НПФ,7,Дерматология и венерология
11875,100.0,БИОПИН НПФ,7,Дерматология и венерология
11876,100.0,БИОПИН НПФ,7,Дерматология и венерология
11885,96.0,ЭВАЛАР,60,"Сиропы,бальзамы,настойки"
11915,50.0,ИННОТЕК,4,Респираторные заболевания
11916,50.0,ИННОТЕК,4,Респираторные заболевания
11917,12.0,ПОЛИСАН,14,Купирование отравлений и интонсикаций
11922,10.0,ТЕВА ФАРМАСЬЮТИКАЛ ИНДАСТРИЗ ЛТД,10,Витамины и аналоги
11926,152.0,ВЕКТОР,34,Иммунокорректоры
11927,10.0,МЕРЦ+КО ГМБХ И КО,10,Витамины и аналоги
11930,1.0,САЛУТА-М,25,Фитопрепараты
11932,120.0,БИОХИМИК,11,Сердечно-сосудистые средства
11933,120.0,БИОХИМИК,21,Анестезиология и реанимация
11934,200.0,БИОХИМИК,20,Антибиотики
11935,15.0,БИОХИМИК,15,Коррекция метаболизма
11957,50.0,БИОСИНТЕЗ,20,Антибиотики
11958,96.0,АЙ СИ ЭН МАРБИОФАРМ,11,Сердечно-сосудистые средства
11961,0.0,КРКА,11,Сердечно-сосудистые средства
11965,24.0,АЛТАЙВИТАМИНЫ,60,"Сиропы,бальзамы,настойки"
11978,1200.0,ИРБИТСКИЙ ХФЗ,10,Витамины и аналоги
11986,54.0,ЯРОСЛАВСКАЯ Ф.Ф-КА,12,"Средства,действующие на ЦНС"
11988,800.0,ДАЛЬХИМФАРМ,30,Сульфаниламиды
11989,15.0,КРАСФАРМА,14,Купирование отравлений и интонсикаций
11990,15.0,КРАСФАРМА,42,Кровезаменители
11991,300.0,МОСХИМФАРМПРЕПАРАТЫ,30,Сульфаниламиды
11992,24.0,КРАСФАРМА,14,Купирование отравлений и интонсикаций
11994,1.0,МАКНЕЙЛ КОРП.(ДЖОНСОН И ДЖОНСОН),3,"Противоревматические,анальгезирующие,жаропонижающие"
12002,20.0,РОН-ПУЛЕНК РОРЕР (АВЕНТИС),18,Заболевания желудочно-киш.тракта
12004,700.0,ДАЛЬХИМФАРМ,3,"Противоревматические,анальгезирующие,жаропонижающие"
12036,1.0,МОСКОВСКАЯ Ф. Ф-КА,12,"Средства,действующие на ЦНС"
12037,320.0,ХЕМОФАРМ,58,Противогеморроидальные
12038,80.0,ВЕРОФАРМ (БЕЛГОРОД),10,Витамины и аналоги
12039,80.0,ВЕРОФАРМ (БЕЛГОРОД),10,Витамины и аналоги
12057,0.0,АКРИХИН,37,Антиаллергические препараты
12058,40.0,ДАЛЬХИМФАРМ,10,Витамины и аналоги
12060,40.0,ЯРОСЛАВСКАЯ Ф.Ф-КА,19,"Антисептики,дезосредства,дезинсектанты"
12061,0.0,ДР.КАДЕ,58,Противогеморроидальные
12062,0.0,ГЛАКСО ВЭЛКОМ,18,Заболевания желудочно-киш.тракта
12064,320.0,ХЕМОФАРМ,58,Противогеморроидальные
12068,360.0,ХЕМОФАРМ,11,Сердечно-сосудистые средства
12076,200.0,ТЮМЕНСКИЙ ХФЗ,3,"Противоревматические,анальгезирующие,жаропонижающие"
12081,20.0,МОСХИМФАРМПРЕПАРАТЫ,11,Сердечно-сосудистые средства
12086,1.0,БИК ГУЛДЕН ЛОМБЕРГ ХЕМИШЕ ФАБРИК,3,"Противоревматические,анальгезирующие,жаропонижающие"
12087,10.0,САМСОН,15,Коррекция метаболизма
12088,62.0,БОРИСОВСКИЙ ХФЗ,50,Диуретики
12090,10.0,ЛАФАЛЬ ЛАБ. (ФРАНЦИЯ),9,Ферменты и антиферменты
12092,43.0,ВЕРОФАРМ (ВОРОНЕЖ),21,Анестезиология и реанимация
12093,15.0,ДАЛЬХИМФАРМ,21,Анестезиология и реанимация
12095,200.0,ФАРМАГЕН,10,Витамины и аналоги
12096,360.0,ХЕМОФАРМ,11,Сердечно-сосудистые средства
12097,20.0,ХЕХСТ МАРИОН РУССЕЛЬ,37,Антиаллергические препараты
12098,85.0,БИОСИНТЕЗ,10,Витамины и аналоги
12099,120.0,БИОСИНТЕЗ,11,Сердечно-сосудистые средства
12100,20.0,ФЕРРЕЙН ФАО,60,"Сиропы,бальзамы,настойки"
12105,10.0,БАЙЕР,11,Сердечно-сосудистые средства
12149,1100.0,БЕЛМЕДПРЕПАРАТЫ,18,Заболевания желудочно-киш.тракта
12150,900.0,БЕЛМЕДПРЕПАРАТЫ,29,Противопротозойные и противопаразит.
12151,20.0,БЕЛМЕДПРЕПАРАТЫ,11,Сердечно-сосудистые средства
12152,1.0,БОРИСОВСКИЙ ХФЗ,15,Коррекция метаболизма
12155,22.0,ВЕРОФАРМ (ВОРОНЕЖ),14,Купирование отравлений и интонсикаций
12156,104.0,ВЕРОФАРМ (БЕЛГОРОД),3,"Противоревматические,анальгезирующие,жаропонижающие"
12157,190.0,БЕЛМЕДПРЕПАРАТЫ,37,Антиаллергические препараты
12158,170.0,БЕЛМЕДПРЕПАРАТЫ,3,"Противоревматические,анальгезирующие,жаропонижающие"
12160,1.0,ХЕМИНОВА,43,Противовирусные ср-ва
12173,1.0,БРЫНЦАЛОВ,9,Ферменты и антиферменты
12176,40.0,ЯРОСЛАВСКАЯ Ф.Ф-КА,4,Респираторные заболевания
12177,40.0,ДАЛЬХИМФАРМ,11,Сердечно-сосудистые средства
12178,54.0,Ю СИ БИ,12,"Средства,действующие на ЦНС"
12179,1200.0,ДАЛЬХИМФАРМ,3,"Противоревматические,анальгезирующие,жаропонижающие"
12180,400.0,ИММУНОПРЕПАРАТ,31,"Бактерийные препараты,вакцины,сыворотки"
12186,1.0,БИОХЕМИ,7,Дерматология и венерология
12187,10.0,БИОМЕД НПО (Г. ПЕРМЬ),31,"Бактерийные препараты,вакцины,сыворотки"
12188,1.0,ЭСПАРМА,18,Заболевания желудочно-киш.тракта
12189,1.0,ЭСПАРМА,18,Заболевания желудочно-киш.тракта
12193,99.0,НОРТОН ХЕЛСКЕА/ГАЛЕНА,37,Антиаллергические препараты
12195,900.0,УРАЛБИОФАРМ,14,Купирование отравлений и интонсикаций
12196,1.0,АЙ СИ ЭН ТОМСКИЙ ХФЗ,11,Сердечно-сосудистые средства
12197,45.0,МОСХИМФАРМПРЕПАРАТЫ,12,"Средства,действующие на ЦНС"
12199,1.0,АПОТЕКС/ВЕКТОР,12,"Средства,действующие на ЦНС"
12200,1.0,ВЕРОФАРМ (ВОРОНЕЖ),11,Сердечно-сосудистые средства
12201,280.0,АСФАРМА,12,"Средства,действующие на ЦНС"
12204,60.0,АЙ СИ ЭН ОКТЯБРЬ,12,"Средства,действующие на ЦНС"
12212,50.0,БРЫНЦАЛОВ,22,Офтальмология
12213,200.0,ЭКСПЕР.ПРОИЗВ.МЕД.-БИО.ПРЕПАРАТОВ,3,"Противоревматические,анальгезирующие,жаропонижающие"
12214,1.0,БРЫНЦАЛОВ,12,"Средства,действующие на ЦНС"
12216,20.0,АЙ СИ ЭН ОКТЯБРЬ,12,"Средства,действующие на ЦНС"
12217,400.0,ЩЕЛКОВ.ВИТ. З-Д,12,"Средства,действующие на ЦНС"
12219,120.0,МОСХИМФАРМПРЕПАРАТЫ,12,"Средства,действующие на ЦНС"
12220,1.0,АЙ СИ ЭН ЛЕКСРЕДСТВА,12,"Средства,действующие на ЦНС"
12221,174.0,ЗДОРОВЬЕ (УКРАИНА),11,Сердечно-сосудистые средства
12222,60.0,АЙ СИ ЭН ОКТЯБРЬ,12,"Средства,действующие на ЦНС"
12223,800.0,МОСХИМФАРМПРЕПАРАТЫ,12,"Средства,действующие на ЦНС"
12226,40.0,ДАЛЬХИМФАРМ,12,"Средства,действующие на ЦНС"
12231,1.0,МОСКОВСКАЯ Ф. Ф-КА,12,"Средства,действующие на ЦНС"
12233,0.0,САНТЭН,22,Офтальмология
12235,40.0,ЧУВАШСКАЯ Ф. Ф-КА,11,Сердечно-сосудистые средства
12236,50.0,ИНСТИТУТ МОЛЕКУЛЯРНОЙ ГЕНЕТИКИ,12,"Средства,действующие на ЦНС"
12237,1.0,ДАЛЬХИМФАРМ,11,Сердечно-сосудистые средства
12239,1.0,С-ПЕТЕРБУРГСКАЯ Ф. Ф-КА,11,Сердечно-сосудистые средства
12241,30.0,СОФАРМА (ФАРМАХИМ),4,Респираторные заболевания
12243,30.0,ТАТХИМФАРМ,7,Дерматология и венерология
12244,1.0,ЯРОСЛАВСКАЯ Ф.Ф-КА,12,"Средства,действующие на ЦНС"
12245,30.0,КИРОВСКАЯ Ф. Ф-КА,12,"Средства,действующие на ЦНС"
12247,49.0,БОРИСОВСКИЙ ХФЗ,12,"Средства,действующие на ЦНС"
12248,48.0,КРАСНОДАРСКАЯ Ф. Ф-КА,12,"Средства,действующие на ЦНС"
12251,30.0,ХИМРЕАКТИВКОМПЛЕКТ,7,Дерматология и венерология
12252,9.0,ТАТХИМФАРМ,7,Дерматология и венерология
12253,1.0,ВИТАМИНЫ (УКРАИНА),7,Дерматология и венерология
12254,60.0,АЙ СИ ЭН МАРБИОФАРМ,7,Дерматология и венерология
12255,49.0,ТВЕРСКАЯ Ф. Ф-КА,18,Заболевания желудочно-киш.тракта
12256,28.0,УРАЛБИОФАРМ,7,Дерматология и венерология
12257,20.0,ДАЛЬХИМФАРМ,12,"Средства,действующие на ЦНС"
12258,176.0,КАЗ-НИИ-ТЕХФОТОПРОЕКТ,29,Противопротозойные и противопаразит.
12259,120.0,ФАРМАКОН,29,Противопротозойные и противопаразит.
12260,24.0,САМАРСКАЯ Ф. Ф-КА,3,"Противоревматические,анальгезирующие,жаропонижающие"
12261,54.0,ЯРОСЛАВСКАЯ Ф.Ф-КА,19,"Антисептики,дезосредства,дезинсектанты"
12262,30.0,САМАРСКАЯ Ф. Ф-КА,19,"Антисептики,дезосредства,дезинсектанты"
12263,160.0,АЛТАЙВИТАМИНЫ,12,"Средства,действующие на ЦНС"
12264,100.0,БИОСИНТЕЗ,7,Дерматология и венерология
12265,120.0,ФАРМАКОН,12,"Средства,действующие на ЦНС"
12266,35.0,АЙ СИ ЭН ПОЛИФАРМ,7,Дерматология и венерология
12267,120.0,ЯРОСЛАВСКАЯ Ф.Ф-КА,3,"Противоревматические,анальгезирующие,жаропонижающие"
12268,50.0,БИОХИМИК,7,Дерматология и венерология
12269,1.0,ТВЕРСКАЯ Ф. Ф-КА,3,"Противоревматические,анальгезирующие,жаропонижающие"
12270,40.0,ЭКОЛАБ,7,Дерматология и венерология
12271,1.0,ЯНТАРНОЕ/СИБИРСКОЕ,55,Масло
12272,1.0,БИОМЕД ИМ.МЕЧНИКОВА,4,Респираторные заболевания
12273,1.0,КИРОВСКАЯ Ф. Ф-КА,18,Заболевания желудочно-киш.тракта
12274,70.0,ЯРОСЛАВСКАЯ Ф.Ф-КА,18,Заболевания желудочно-киш.тракта
12275,30.0,САМАРСКАЯ Ф. Ф-КА,12,"Средства,действующие на ЦНС"
12276,40.0,ЧУВАШСКАЯ Ф. Ф-КА,12,"Средства,действующие на ЦНС"
12277,30.0,САМАРСКАЯ Ф. Ф-КА,12,"Средства,действующие на ЦНС"
12278,20.0,ДАЛЬХИМФАРМ,29,Противопротозойные и противопаразит.
12279,30.0,САМАРСКАЯ Ф. Ф-КА,11,Сердечно-сосудистые средства
12280,54.0,ЯРОСЛАВСКАЯ Ф.Ф-КА,11,Сердечно-сосудистые средства
12281,32.0,САМАРСКАЯ Ф. Ф-КА,19,"Антисептики,дезосредства,дезинсектанты"
12282,100.0,БИОСИНТЕЗ,7,Дерматология и венерология
12283,56.0,АЛТАЙВИТАМИНЫ,4,Респираторные заболевания
12284,210.0,ВРАМЕД ЛТД (БОЛГАРИЯ),3,"Противоревматические,анальгезирующие,жаропонижающие"
12286,200.0,ХИМТЕХ-МО ЗАО,19,"Антисептики,дезосредства,дезинсектанты"
12288,1.0,МЕТТЭМ-ЙОДОБРОМ,19,"Антисептики,дезосредства,дезинсектанты"
12289,9.0,ТАТХИМФАРМ,19,"Антисептики,дезосредства,дезинсектанты"
12290,1.0,ФАРМАЦИЯ (ЧЕБОКСАРЫ),19,"Антисептики,дезосредства,дезинсектанты"
12291,1.0,ДАЛЬХИМФАРМ,3,"Противоревматические,анальгезирующие,жаропонижающие"
12292,100.0,МУРОМСКИЙ ПРИБОРОСТР. З-Д,7,Дерматология и венерология
12293,28.0,САМАРСКАЯ Ф. Ф-КА,19,"Антисептики,дезосредства,дезинсектанты"
12295,1.0,МОСКОВСКАЯ Ф. Ф-КА,19,"Антисептики,дезосредства,дезинсектанты"
12296,200.0,НИЖФАРМ,7,Дерматология и венерология
12297,81.0,ЯРОСЛАВСКАЯ Ф.Ф-КА,19,"Антисептики,дезосредства,дезинсектанты"
12298,100.0,НИЖФАРМ,15,Коррекция метаболизма
12300,1.0,АЛТАЙВИТАМИНЫ,7,Дерматология и венерология
12301,64.0,ТВЕРСКАЯ Ф. Ф-КА,29,Противопротозойные и противопаразит.
12302,70.0,ЯРОСЛАВСКАЯ Ф.Ф-КА,29,Противопротозойные и противопаразит.
12303,60.0,ТВЕРСКАЯ Ф. Ф-КА,3,"Противоревматические,анальгезирующие,жаропонижающие"
12304,115.0,МОСХИМФАРМПРЕПАРАТЫ/КАНОНФАРМА ПРОДАКШН,11,Сердечно-сосудистые средства
12305,500.0,БРЫНЦАЛОВ,4,Респираторные заболевания
12306,100.0,ИТМК ООО,19,"Антисептики,дезосредства,дезинсектанты"
12307,240.0,КАЗАНЬ,4,Респираторные заболевания
12308,40.0,ГЕДЕОН РИХТЕР,29,Противопротозойные и противопаразит.
12309,50.0,САМАРСКАЯ Ф. Ф-КА,19,"Антисептики,дезосредства,дезинсектанты"
12310,100.0,НИЖФАРМ,7,Дерматология и венерология
12311,40.0,БЕЛМЕДПРЕПАРАТЫ,19,"Антисептики,дезосредства,дезинсектанты"
12313,1.0,БИОСИНТЕЗ,58,Противогеморроидальные
12315,96.0,КАЗ-НИИ-ТЕХФОТОПРОЕКТ,7,Дерматология и венерология
12316,100.0,НИЖФАРМ,58,Противогеморроидальные
12317,50.0,ДАЛЬХИМФАРМ,58,Противогеморроидальные
12318,1.0,КИРОВСКАЯ Ф. Ф-КА,7,Дерматология и венерология
12319,220.0,БИОСИНТЕЗ,11,Сердечно-сосудистые средства
12320,108.0,МОСКОВСКАЯ Ф. Ф-КА,3,"Противоревматические,анальгезирующие,жаропонижающие"
12321,24.0,МОСКОВСКАЯ Ф. Ф-КА,7,Дерматология и венерология
12322,20.0,БИОХИМИК,7,Дерматология и венерология
12323,900.0,ОБНОВЛЕНИЕ ПФК,19,"Антисептики,дезосредства,дезинсектанты"
12324,0.0,АПДЖОН (ФАРМАЦИЯ И АПДЖОН),5,Гормоны
12325,50.0,САМАРСКАЯ Ф. Ф-КА,19,"Антисептики,дезосредства,дезинсектанты"
12326,1.0,ЭКОЛАБ,3,"Противоревматические,анальгезирующие,жаропонижающие"
12327,176.0,КАЗ-НИИ-ТЕХФОТОПРОЕКТ,29,Противопротозойные и противопаразит.
12328,70.0,ЯРОСЛАВСКАЯ Ф.Ф-КА,29,Противопротозойные и противопаразит.
12329,49.0,БОРИСОВСКИЙ ХФЗ,18,Заболевания желудочно-киш.тракта
12330,60.0,БИОХИМИК,29,Противопротозойные и противопаразит.
12331,200.0,НИЖФАРМ,7,Дерматология и венерология
12332,1.0,ТАТХИМФАРМ,3,"Противоревматические,анальгезирующие,жаропонижающие"
12334,40.0,ЯРОСЛАВСКАЯ Ф.Ф-КА,3,"Противоревматические,анальгезирующие,жаропонижающие"
12335,100.0,БИОСИНТЕЗ,7,Дерматология и венерология
12336,25.0,ТАТХИМФАРМ,7,Дерматология и венерология
12337,24.0,САМАРСКАЯ Ф. Ф-КА,3,"Противоревматические,анальгезирующие,жаропонижающие"
12338,1.0,БОРИСОВСКИЙ ХФЗ,3,"Противоревматические,анальгезирующие,жаропонижающие"
12340,60.0,РОСТОВСКАЯ Ф. Ф-КА,3,"Противоревматические,анальгезирующие,жаропонижающие"
12343,49.0,ТВЕРСКАЯ Ф. Ф-КА,60,"Сиропы,бальзамы,настойки"
12344,49.0,ТВЕРСКАЯ Ф. Ф-КА,4,Респираторные заболевания
12346,72.0,РОСТОВСКАЯ Ф. Ф-КА,11,Сердечно-сосудистые средства
12348,1.0,ЯРОСЛАВСКАЯ Ф.Ф-КА,11,Сердечно-сосудистые средства
12351,20.0,ЯРОСЛАВСКАЯ Ф.Ф-КА,4,Респираторные заболевания
12352,15.0,САМАРСКАЯ Ф. Ф-КА,4,Респираторные заболевания
12354,40.0,БРЫНЦАЛОВ,11,Сердечно-сосудистые средства
12355,1.0,КИРОВСКАЯ Ф. Ф-КА,3,"Противоревматические,анальгезирующие,жаропонижающие"
12358,30.0,САМАРСКАЯ Ф. Ф-КА,11,Сердечно-сосудистые средства
12360,1.0,ТАВР ЗАО,3,"Противоревматические,анальгезирующие,жаропонижающие"
12361,25.0,ФИТОФАРМ-НН Нижегор.з-д лек.пр-тов,12,"Средства,действующие на ЦНС"
12362,40.0,АЙ СИ ЭН ОКТЯБРЬ,4,Респираторные заболевания
12364,54.0,ЯРОСЛАВСКАЯ Ф.Ф-КА,12,"Средства,действующие на ЦНС"
12366,30.0,ФИТОФАРМ-НН Нижегор.з-д лек.пр-тов,12,"Средства,действующие на ЦНС"
12367,40.0,ФАРМАЦИЯ (ЧЕБОКСАРЫ),12,"Средства,действующие на ЦНС"
12368,240.0,АДЖИО,7,Дерматология и венерология
12369,24.0,САМАРСКАЯ Ф. Ф-КА,7,Дерматология и венерология
12370,1.0,Ю СИ БИ,12,"Средства,действующие на ЦНС"
12371,300.0,БИОХИМИК,7,Дерматология и венерология
12372,49.0,БОРИСОВСКИЙ ХФЗ,7,Дерматология и венерология
12373,1.0,АДЖИО,5,Гормоны
12375,15.0,САМАРСКАЯ Ф. Ф-КА,4,Респираторные заболевания
12377,20.0,ЯРОСЛАВСКАЯ Ф.Ф-КА,4,Респираторные заболевания
12378,195.0,ДАЛЬХИМФАРМ,15,Коррекция метаболизма
12381,56.0,МОСКОВСКАЯ Ф. Ф-КА,19,"Антисептики,дезосредства,дезинсектанты"
12382,64.0,С-ПЕТЕРБУРГСКАЯ Ф. Ф-КА,19,"Антисептики,дезосредства,дезинсектанты"
12383,1.0,ТВЕРСКАЯ Ф. Ф-КА,19,"Антисептики,дезосредства,дезинсектанты"
12384,1.0,ДАЛЬХИМФАРМ,58,Противогеморроидальные
12386,30.0,БРЫНЦАЛОВ,43,Противовирусные ср-ва
12387,20.0,ДАЛЬХИМФАРМ,12,"Средства,действующие на ЦНС"
12388,50.0,ДАЛЬХИМФАРМ,11,Сердечно-сосудистые средства
12389,100.0,НИЖФАРМ,11,Сердечно-сосудистые средства
12390,176.0,КАЗ-НИИ-ТЕХФОТОПРОЕКТ,29,Противопротозойные и противопаразит.
12391,120.0,ФАРМАКОН,29,Противопротозойные и противопаразит.
12392,150.0,ЯРОСЛАВСКАЯ Ф.Ф-КА,19,"Антисептики,дезосредства,дезинсектанты"
12393,1.0,МОСХИМФАРМПРЕПАРАТЫ,19,"Антисептики,дезосредства,дезинсектанты"
12394,70.0,ЯРОСЛАВСКАЯ Ф.Ф-КА,3,"Противоревматические,анальгезирующие,жаропонижающие"
12395,56.0,МОСКОВСКАЯ Ф. Ф-КА,3,"Противоревматические,анальгезирующие,жаропонижающие"
12396,56.0,МОСХИМФАРМПРЕПАРАТЫ,18,Заболевания желудочно-киш.тракта
12397,35.0,НИЖЕГОРОДСКИЙ З-Д АОЗТ,7,Дерматология и венерология
12398,100.0,МЕТТЭМ-ЙОДОБРОМ,19,"Антисептики,дезосредства,дезинсектанты"
12399,96.0,КАЗ-НИИ-ТЕХФОТОПРОЕКТ,7,Дерматология и венерология
12400,576.0,ПОКРОВСКИЙ З-Д БИОПРЕПАРАТОВ,4,Респираторные заболевания
12402,143.0,АЛТАЙВИТАМИНЫ,43,Противовирусные ср-ва
12403,70.0,БЕЛМЕДПРЕПАРАТЫ,3,"Противоревматические,анальгезирующие,жаропонижающие"
12404,1.0,АКОС (СИНТЕЗ),3,"Противоревматические,анальгезирующие,жаропонижающие"
12405,1.0,АСТРАХАНСКАЯ Ф. Ф-КА,4,Респираторные заболевания
12406,48.0,УФАВИТА,10,Витамины и аналоги
12407,20.0,АЛТАЙВИТАМИНЫ,18,Заболевания желудочно-киш.тракта
12408,1.0,ТВЕРСКАЯ Ф. Ф-КА,29,Противопротозойные и противопаразит.
12412,100.0,НИЖФАРМ,20,Антибиотики
12413,195.0,ДАЛЬХИМФАРМ,20,Антибиотики
12414,40.0,ФЕРЕЙН-1 ЗАО,11,Сердечно-сосудистые средства
12415,117.0,НИЖФАРМ,20,Антибиотики
12416,15.0,САМАРСКАЯ Ф. Ф-КА,11,Сердечно-сосудистые средства
12417,117.0,НИЖФАРМ,20,Антибиотики
12464,600.0,ЕЛЬФА,22,Офтальмология
12476,163.0,БИОСИНТЕЗ,7,Дерматология и венерология
12478,100.0,ЦЕНТР ПО ХИМИИ ЛЕК-Х СР-В,43,Противовирусные ср-ва
12480,100.0,НИЖФАРМ,7,Дерматология и венерология
12481,144.0,АКРИХИН,11,Сердечно-сосудистые средства
12483,1.0,УРАЛБИОФАРМ,3,"Противоревматические,анальгезирующие,жаропонижающие"
12487,40.0,Ю СИ БИ,17,Урология и андрология
12488,700.0,ДАЛЬХИМФАРМ,3,"Противоревматические,анальгезирующие,жаропонижающие"
12494,900.0,АЙ СИ ЭН ЛЕКСРЕДСТВА,18,Заболевания желудочно-киш.тракта
12500,10.0,АПДЖОН (ФАРМАЦИЯ И АПДЖОН),11,Сердечно-сосудистые средства
12501,100.0,ЭКРАН НПО,11,Сердечно-сосудистые средства
12508,1.0,ОЛАЙНФАРМ/ФАРМАВИД,11,Сердечно-сосудистые средства
12509,1.0,ЩЕЛКОВ.ВИТ. З-Д,3,"Противоревматические,анальгезирующие,жаропонижающие"
12511,240.0,ВЕКТОР,17,Урология и андрология
12518,1100.0,УРАЛБИОФАРМ,18,Заболевания желудочно-киш.тракта
12523,1.0,УРАЛБИОФАРМ,3,"Противоревматические,анальгезирующие,жаропонижающие"
12524,1.0,БОРИСОВСКИЙ ХФЗ,3,"Противоревматические,анальгезирующие,жаропонижающие"
12525,1.0,АЙ СИ ЭН МАРБИОФАРМ,3,"Противоревматические,анальгезирующие,жаропонижающие"
12526,200.0,ТАТХИМФАРМ,10,Витамины и аналоги
12527,600.0,УРАЛБИОФАРМ,10,Витамины и аналоги
12528,1600.0,С-ПЕТЕРБУРГСКАЯ Ф. Ф-КА,10,Витамины и аналоги
12533,160.0,АЙ СИ ЭН ОКТЯБРЬ,10,Витамины и аналоги
12536,100.0,ТЮМЕНСКИЙ ХФЗ,3,"Противоревматические,анальгезирующие,жаропонижающие"
12543,150.0,АЙ СИ ЭН МАРБИОФАРМ,10,Витамины и аналоги
12550,123.0,АЙ СИ ЭН МАРБИОФАРМ,10,Витамины и аналоги
12553,192.0,АКРИХИН,4,Респираторные заболевания
12554,1.0,ФИТОФАРМ-НН Нижегор.з-д лек.пр-тов,15,Коррекция метаболизма
12558,500.0,МОСКОВСКАЯ Ф. Ф-КА,15,Коррекция метаболизма
12568,800.0,УРАЛБИОФАРМ,37,Антиаллергические препараты
12569,1.0,ЩЕЛКОВ.ВИТ. З-Д,37,Антиаллергические препараты
12580,600.0,МЕДИСОРБ ЗАО,3,"Противоревматические,анальгезирующие,жаропонижающие"
12581,600.0,ИРБИТСКИЙ ХФЗ,3,"Противоревматические,анальгезирующие,жаропонижающие"
12598,400.0,ПЛИВА,11,Сердечно-сосудистые средства
12604,1.0,ИРБИТСКИЙ ХФЗ,11,Сердечно-сосудистые средства
12605,300.0,ИРБИТСКИЙ ХФЗ,11,Сердечно-сосудистые средства
12615,1.0,ИЗИС ФАРМА ГМБХ (ШВАРЦ ФАРМА АГ),11,Сердечно-сосудистые средства
12616,100.0,ФАРМАДОН,5,Гормоны
12617,40.0,ДАЛЬХИМФАРМ,5,Гормоны
12621,300.0,ЩЕЛКОВ.ВИТ. З-Д,11,Сердечно-сосудистые средства
12622,250.0,БИОСИНТЕЗ,11,Сердечно-сосудистые средства
12624,0.0,ИММАФАРМА,34,Иммунокорректоры
12630,350.0,АЙ СИ ЭН ТОМСКИЙ ХФЗ,18,Заболевания желудочно-киш.тракта
12631,56.0,МОСКОВСКАЯ Ф. Ф-КА,3,"Противоревматические,анальгезирующие,жаропонижающие"
12632,500.0,АЙ СИ ЭН ЛЕКСРЕДСТВА,18,Заболевания желудочно-киш.тракта
12633,30.0,САМАРСКАЯ Ф. Ф-КА,3,"Противоревматические,анальгезирующие,жаропонижающие"
12634,300.0,НОВОСИБИРСКИЙ З-Д МЕДПРЕП-В,18,Заболевания желудочно-киш.тракта
12635,1.0,ГРУЗБИОФАРМПРЕПАРАТЫ,18,Заболевания желудочно-киш.тракта
12636,36.0,ТВЕРСКАЯ Ф. Ф-КА,3,"Противоревматические,анальгезирующие,жаропонижающие"
12637,54.0,ЯРОСЛАВСКАЯ Ф.Ф-КА,4,Респираторные заболевания
12639,35.0,САМАРСКАЯ Ф. Ф-КА,3,"Противоревматические,анальгезирующие,жаропонижающие"
12640,120.0,МУРОМСКИЙ ПРИБОРОСТР. З-Д,4,Респираторные заболевания
12642,500.0,БИОХИМИК,20,Антибиотики
12646,200.0,БИОХИМИК,20,Антибиотики
12650,1.0,БИОХИМИК,20,Антибиотики
12653,1000.0,ИРБИТСКИЙ ХФЗ,20,Антибиотики
