DATE,STOREID,PRODID,HOUR,COUNT,SUM,NAME_x,NAME_y,FKGCODE,FKGNAME
2004-05-15,1,45911,12,2,27.16,Аптека 1,"Мумие алтайское очищенное табл. 0,2 г уп.контурн.б/яч. 10 Эвалар",48,Общетонизирующие средства и адаптогены
2004-05-15,1,51407,13,1,82.4,Аптека 1,Олиговит табл.п.о. уп.контурн.яч. 10 пач.картон. 3 Ай Си Эн Октябрь,198,Витамины и витаминоподобные средства
2004-05-15,1,52458,13,1,49.09,Аптека 1,Панангин табл.п.о. фл. 50 кор. 1 Gedeon Richter,108,Микро- и макроэлементы
2004-05-15,1,71804,9,1,21.65,Аптека 1,Фенюльс капс. бл. 10 кор. 1 Ranbaxy,198,Витамины и витаминоподобные средства
2004-05-15,1,79017,12,2,11.28,Аптека 1,Эвкалипта настойка настойка фл. 25 мл Тверской витаминный завод,247,Антисептики и дезинфицирующие средства
2004-05-15,1,82545,13,1,132.23,Аптека 1,"Арбидол-ЛЭНС табл.п.о. 0,1 г бл. 10 кор. 1 Дальхимфарм",33,Иммуномодуляторы
2004-05-15,2,31052,19,1,42.73,Аптека 2,Ингалипт аэроз. бал.аэроз.алюм. 30 мл пач.картон. 1 Ай Си Эн Октябрь,247,Антисептики и дезинфицирующие средства
2004-05-15,2,32560,12,1,5.6,Аптека 2,Календулы настойка настойка фл.темн.стекл. 40 мл пач.картон. 1 Тверская фармфабрика,247,Антисептики и дезинфицирующие средства
2004-05-15,2,32560,13,1,5.6,Аптека 2,Календулы настойка настойка фл.темн.стекл. 40 мл пач.картон. 1 Тверская фармфабрика,247,Антисептики и дезинфицирующие средства
2004-05-15,2,32560,19,3,18.87,Аптека 2,Календулы настойка настойка фл.темн.стекл. 40 мл пач.картон. 1 Тверская фармфабрика,247,Антисептики и дезинфицирующие средства
2004-05-15,2,33338,19,2,78.5,Аптека 2,Каметон аэроз. бал.аэроз. 45 г [с нас.наз.] пач.картон. 1 Ай Си Эн Октябрь,247,Антисептики и дезинфицирующие средства
2004-05-15,2,43699,12,1,5.06,Аптека 2,Меновазин р-р спирт.наружн. фл.темн.стекл. 40 мл Тульская фармфабрика,50,Местные анестетики
2004-05-15,2,82548,14,1,22.88,Аптека 2,Аспро витамин C табл.шип. уп.контурн.яч. 4 Laboratoires Roche-Nicholas,198,Витамины и витаминоподобные средства
2004-05-15,2,83052,17,1,10.56,Аптека 2,Линимент бальзамический (по Вишневскому) линим. туба 30 г пач.картон. 1 Фармновация,247,Антисептики и дезинфицирующие средства
2004-05-16,1,21269,18,1,187.99,Аптека 1,"Гексорал аэроз.наружн. 0,2 % бал.аэроз. 40 мл [с нас.] кор. 1 Parke-Davis",247,Антисептики и дезинфицирующие средства
2004-05-16,1,28092,13,1,69.63,Аптека 1,Дуовит драже уп.контурн.яч. 10 кор. 4 KRKA,198,Витамины и витаминоподобные средства
2004-05-16,1,32560,17,2,11.7,Аптека 1,Календулы настойка настойка фл.темн.стекл. 40 мл пач.картон. 1 Тверская фармфабрика,247,Антисептики и дезинфицирующие средства
2004-05-16,1,33340,16,1,37.69,Аптека 1,Каметон аэроз. бал.аэроз. 30 г [с доз.устр.] пач.картон. 1 Мосхимфармпрепараты,247,Антисептики и дезинфицирующие средства
2004-05-16,1,43699,10,2,9.72,Аптека 1,Меновазин р-р спирт.наружн. фл.темн.стекл. 40 мл Тульская фармфабрика,50,Местные анестетики
2004-05-16,1,45816,17,1,148.91,Аптека 1,Мульти-табс Юниор табл.жев. с малин.-клубн. бл. 15 кор. 2 Ferrosan,198,Витамины и витаминоподобные средства
2004-05-16,1,50850,12,2,43.4,Аптека 1,Одуванчика корни лек.раст.сырье пак.бум. 50 г пач.картон. 1 Иван-Чай,223,Желчегонные средства и препараты желчи
2004-05-16,1,65840,14,1,69.54,Аптека 1,Стрепсилс Плюс табл. бл. 8 кор. 2 Boots Healthcare International,247,Антисептики и дезинфицирующие средства
2004-05-16,1,71804,12,1,21.65,Аптека 1,Фенюльс капс. бл. 10 кор. 1 Ranbaxy,198,Витамины и витаминоподобные средства
2004-05-16,1,71804,20,1,21.86,Аптека 1,Фенюльс капс. бл. 10 кор. 1 Ranbaxy,198,Витамины и витаминоподобные средства
2004-05-16,1,78981,10,1,44.96,Аптека 1,Эвкалипт табл.д/рассас. уп.контурн.яч. 10 кор. 2 Natur Product,247,Антисептики и дезинфицирующие средства
2004-05-16,1,82616,17,1,105.4,Аптека 1,"Джунгли с минералами табл.жев. фл. 30 кор. 1 Sagmel, Inc.",198,Витамины и витаминоподобные средства
2004-05-17,1,1145,13,1,322.95,Аптека 1,Виферон супп.рект. 500000 МЕ уп.контурн.яч. 10 № 2 Ферон,33,Иммуномодуляторы
2004-05-17,1,2290,19,1,90.14,Аптека 1,Кальций-Д_3 Никомед табл.жев. с апельс. фл. 20 Nycomed Pharma,198,Витамины и витаминоподобные средства
2004-05-17,1,11824,12,1,15.54,Аптека 1,Аскорутин табл. уп.контурн.яч. 10 пач.картон. 5 ICN Марбиофарм,198,Витамины и витаминоподобные средства
2004-05-17,1,11931,8,1,10.38,Аптека 1,Аспаркам табл. уп.контурн.яч. 50 пач.картон. 1 Галичфарм,108,Микро- и макроэлементы
2004-05-17,1,11931,18,1,10.38,Аптека 1,Аспаркам табл. уп.контурн.яч. 50 пач.картон. 1 Галичфарм,108,Микро- и макроэлементы
2004-05-17,1,19337,18,1,85.55,Аптека 1,Веторон-Е р-р для приема внутрь 2 % фл.-кап. 20 мл кор. 1 Аква-МДТ,198,Витамины и витаминоподобные средства
2004-05-17,1,31052,10,1,41.35,Аптека 1,Ингалипт аэроз. бал.аэроз.алюм. 30 мл пач.картон. 1 Ай Си Эн Октябрь,247,Антисептики и дезинфицирующие средства
2004-05-17,1,31052,11,1,41.35,Аптека 1,Ингалипт аэроз. бал.аэроз.алюм. 30 мл пач.картон. 1 Ай Си Эн Октябрь,247,Антисептики и дезинфицирующие средства
2004-05-17,1,78981,16,1,44.96,Аптека 1,Эвкалипт табл.д/рассас. уп.контурн.яч. 10 кор. 2 Natur Product,247,Антисептики и дезинфицирующие средства
2004-05-17,1,83383,18,1,73.75,Аптека 1,Веторон р-р для приема внутрь 2 % фл.-кап. 20 мл кор. 1 Аквион,198,Витамины и витаминоподобные средства
2004-05-17,2,11834,19,1,11.23,Аптека 2,Аскорутин табл. бан.темн.стекл. 50 пач.картон. 1 Биосинтез,198,Витамины и витаминоподобные средства
2004-05-17,2,31052,17,1,43.0,Аптека 2,Ингалипт аэроз. бал.аэроз.алюм. 30 мл пач.картон. 1 Ай Си Эн Октябрь,247,Антисептики и дезинфицирующие средства
2004-05-17,2,31054,14,1,33.03,Аптека 2,Ингалипт спрей фл.с дозат. 20 мл пач.картон. 1 ВИПС-МЕД,247,Антисептики и дезинфицирующие средства
2004-05-17,2,32560,12,1,6.29,Аптека 2,Календулы настойка настойка фл.темн.стекл. 40 мл пач.картон. 1 Тверская фармфабрика,247,Антисептики и дезинфицирующие средства
2004-05-17,2,32560,18,1,6.29,Аптека 2,Календулы настойка настойка фл.темн.стекл. 40 мл пач.картон. 1 Тверская фармфабрика,247,Антисептики и дезинфицирующие средства
2004-05-17,2,33338,13,1,46.41,Аптека 2,Каметон аэроз. бал.аэроз. 45 г [с нас.наз.] пач.картон. 1 Ай Си Эн Октябрь,247,Антисептики и дезинфицирующие средства
2004-05-17,2,36259,13,1,72.22,Аптека 2,Компливит табл.п.о. бан.полимерн. 60 пач.картон. 1 УфаВита,198,Витамины и витаминоподобные средства
2004-05-17,2,36259,19,1,72.22,Аптека 2,Компливит табл.п.о. бан.полимерн. 60 пач.картон. 1 УфаВита,198,Витамины и витаминоподобные средства
2004-05-17,2,38453,14,1,114.26,Аптека 2,"Куриозин гель наружн. 15,4 мг туба 15 г кор. 1 Gedeon Richter",247,Антисептики и дезинфицирующие средства
2004-05-17,2,57168,11,1,130.85,Аптека 2,Прегнавит капс. бл. 10 кор. 3 Merckle,198,Витамины и витаминоподобные средства
2004-05-17,2,66647,18,1,144.18,Аптека 2,Супрадин Рош табл.шип. туба 10 кор. 1 Laboratoires Roche-Nicholas,198,Витамины и витаминоподобные средства
2004-05-17,2,71804,19,1,22.62,Аптека 2,Фенюльс капс. бл. 10 кор. 1 Ranbaxy,198,Витамины и витаминоподобные средства
2004-05-17,2,83052,13,1,10.56,Аптека 2,Линимент бальзамический (по Вишневскому) линим. туба 30 г пач.картон. 1 Фармновация,247,Антисептики и дезинфицирующие средства
2004-05-18,1,11824,17,1,15.54,Аптека 1,Аскорутин табл. уп.контурн.яч. 10 пач.картон. 5 ICN Марбиофарм,198,Витамины и витаминоподобные средства
2004-05-18,1,11824,18,1,15.54,Аптека 1,Аскорутин табл. уп.контурн.яч. 10 пач.картон. 5 ICN Марбиофарм,198,Витамины и витаминоподобные средства
2004-05-18,1,12742,13,1,30.71,Аптека 1,Ацилакт в свечах супп.ваг. уп.контурн.яч. 5 пач.картон. 2 Ланафарм,247,Антисептики и дезинфицирующие средства
2004-05-18,1,19337,19,1,80.08,Аптека 1,Веторон-Е р-р для приема внутрь 2 % фл.-кап. 20 мл кор. 1 Аква-МДТ,198,Витамины и витаминоподобные средства
2004-05-18,1,20475,19,1,194.36,Аптека 1,Витрум Бьюти табл.п.о. фл.ПЭ 30 пач.картон. 1 Unipharm,198,Витамины и витаминоподобные средства
2004-05-18,1,24061,11,1,137.03,Аптека 1,Гриппферон капли наз. 10000 МЕ/мл фл.-кап. 10 мл кор. 1 Фирн М,33,Иммуномодуляторы
2004-05-18,1,24910,18,1,28.89,Аптека 1,Декарис табл. 150 мг уп.контурн.яч. 1 кор. 1 Gedeon Richter,33,Иммуномодуляторы
2004-05-18,1,24910,20,1,28.6,Аптека 1,Декарис табл. 150 мг уп.контурн.яч. 1 кор. 1 Gedeon Richter,33,Иммуномодуляторы
2004-05-18,1,28560,10,1,31.3,Аптека 1,Желудочно-кишечный сбор сбор лек. фильтр-пак. 2 г пач.картон. 20 Красногорсклексредства,223,Желчегонные средства и препараты желчи
2004-05-18,1,32427,11,1,65.73,Аптека 1,Калгель гель зубн. туба 10 г пач.картон. 1 Glaxo Wellcome Operations,50,Местные анестетики
2004-05-18,1,32435,20,1,10.11,Аптека 1,Календула мазь туба 30 г пач.картон. 1 Московская фармфабрика,247,Антисептики и дезинфицирующие средства
2004-05-18,1,33036,12,1,225.26,Аптека 1,Кальций-Д_3 Никомед форте табл.жев. с лимон. фл. 60 Nycomed Pharma,198,Витамины и витаминоподобные средства
2004-05-18,1,33448,15,1,6.33,Аптека 1,Камфорное масло для наружного применения р-р масл.наружн. 10 % фл.темн.стекл. 30 мл Ростовская фармф,247,Антисептики и дезинфицирующие средства
2004-05-18,1,36259,18,1,83.6,Аптека 1,Компливит табл.п.о. бан.полимерн. 60 пач.картон. 1 УфаВита,198,Витамины и витаминоподобные средства
2004-05-18,1,41527,12,1,218.39,Аптека 1,Магне B_6 табл.п.о. бл. 10 кор. 5 Sanofi-Winthrop Industrie,198,Витамины и витаминоподобные средства
2004-05-18,1,45911,17,1,13.58,Аптека 1,"Мумие алтайское очищенное табл. 0,2 г уп.контурн.б/яч. 10 Эвалар",48,Общетонизирующие средства и адаптогены
2004-05-18,1,71804,12,1,21.86,Аптека 1,Фенюльс капс. бл. 10 кор. 1 Ranbaxy,198,Витамины и витаминоподобные средства
2004-05-18,1,78981,18,1,44.96,Аптека 1,Эвкалипт табл.д/рассас. уп.контурн.яч. 10 кор. 2 Natur Product,247,Антисептики и дезинфицирующие средства
2004-05-18,1,79017,17,2,11.28,Аптека 1,Эвкалипта настойка настойка фл. 25 мл Тверской витаминный завод,247,Антисептики и дезинфицирующие средства
2004-05-18,1,79107,14,1,24.34,Аптека 1,Эвкалипта прутовидного листья лек.раст.сырье пак. 75 г пач.картон. 1 Красногорсклексредства,247,Антисептики и дезинфицирующие средства
2004-05-18,1,82545,16,2,264.46,Аптека 1,"Арбидол-ЛЭНС табл.п.о. 0,1 г бл. 10 кор. 1 Дальхимфарм",33,Иммуномодуляторы
2004-05-18,1,83215,19,1,265.79,Аптека 1,Центрум табл.п.о. фл. 60 кор. 1 Lederle Parenterals Inc.,198,Витамины и витаминоподобные средства
2004-05-18,2,71804,18,1,22.62,Аптека 2,Фенюльс капс. бл. 10 кор. 1 Ranbaxy,198,Витамины и витаминоподобные средства
2004-05-18,2,82545,13,1,137.51,Аптека 2,"Арбидол-ЛЭНС табл.п.о. 0,1 г бл. 10 кор. 1 Дальхимфарм",33,Иммуномодуляторы
2004-05-18,2,83052,14,1,10.56,Аптека 2,Линимент бальзамический (по Вишневскому) линим. туба 30 г пач.картон. 1 Фармновация,247,Антисептики и дезинфицирующие средства
2004-05-18,2,83052,18,1,10.56,Аптека 2,Линимент бальзамический (по Вишневскому) линим. туба 30 г пач.картон. 1 Фармновация,247,Антисептики и дезинфицирующие средства
2004-05-18,2,83383,14,1,68.26,Аптека 2,Веторон р-р для приема внутрь 2 % фл.-кап. 20 мл кор. 1 Аквион,198,Витамины и витаминоподобные средства
2004-05-19,1,11824,9,1,15.54,Аптека 1,Аскорутин табл. уп.контурн.яч. 10 пач.картон. 5 ICN Марбиофарм,198,Витамины и витаминоподобные средства
2004-05-19,1,11931,18,1,10.38,Аптека 1,Аспаркам табл. уп.контурн.яч. 50 пач.картон. 1 Галичфарм,108,Микро- и макроэлементы
2004-05-19,1,12007,14,1,62.7,Аптека 1,"Аспирин плюс C табл.раствор. 10 BIFA, Bayer",198,Витамины и витаминоподобные средства
2004-05-19,1,21269,19,1,187.99,Аптека 1,"Гексорал аэроз.наружн. 0,2 % бал.аэроз. 40 мл [с нас.] кор. 1 Parke-Davis",247,Антисептики и дезинфицирующие средства
2004-05-19,1,24909,15,1,28.5,Аптека 1,Декарис табл. 50 мг уп.контурн.яч. 2 кор. 1 Gedeon Richter,33,Иммуномодуляторы
2004-05-19,1,24910,18,4,114.4,Аптека 1,Декарис табл. 150 мг уп.контурн.яч. 1 кор. 1 Gedeon Richter,33,Иммуномодуляторы
2004-05-19,1,32435,18,1,10.11,Аптека 1,Календула мазь туба 30 г пач.картон. 1 Московская фармфабрика,247,Антисептики и дезинфицирующие средства
2004-05-19,1,32560,15,1,5.85,Аптека 1,Календулы настойка настойка фл.темн.стекл. 40 мл пач.картон. 1 Тверская фармфабрика,247,Антисептики и дезинфицирующие средства
2004-05-19,1,33530,18,1,4.19,Аптека 1,Камфорный спирт 10% р-р спирт.наружн. 10 % фл.темн.стекл. 40 мл Тульская фармфабрика,247,Антисептики и дезинфицирующие средства
2004-05-19,1,36259,14,1,83.6,Аптека 1,Компливит табл.п.о. бан.полимерн. 60 пач.картон. 1 УфаВита,198,Витамины и витаминоподобные средства
2004-05-19,1,36259,18,1,83.6,Аптека 1,Компливит табл.п.о. бан.полимерн. 60 пач.картон. 1 УфаВита,198,Витамины и витаминоподобные средства
2004-05-19,1,58040,11,1,10.11,Аптека 1,Прополис мазь туба 30 г пач.картон. 1 Московская фармфабрика,48,Общетонизирующие средства и адаптогены
2004-05-19,1,69349,9,1,162.8,Аптека 1,Тонзилгон Н драже уп.контурн.яч. 25 пач.картон. 2 Bionorica,33,Иммуномодуляторы
2004-05-19,1,70284,10,1,63.43,Аптека 1,Туссамаг капли для приема внутрь фл.-кап.темн.стекл. 20 г кор. 1 ct-Arzneimittel Chemische Tempelhof,247,Антисептики и дезинфицирующие средства
2004-05-19,1,71804,13,1,21.86,Аптека 1,Фенюльс капс. бл. 10 кор. 1 Ranbaxy,198,Витамины и витаминоподобные средства
2004-05-19,1,71804,15,1,21.86,Аптека 1,Фенюльс капс. бл. 10 кор. 1 Ranbaxy,198,Витамины и витаминоподобные средства
2004-05-19,1,83215,19,1,265.79,Аптека 1,Центрум табл.п.о. фл. 60 кор. 1 Lederle Parenterals Inc.,198,Витамины и витаминоподобные средства
2004-05-19,2,2291,16,1,284.22,Аптека 2,Кальций-Д_3 Никомед табл.жев. с апельс. фл. 100 Nycomed Pharma,198,Витамины и витаминоподобные средства
2004-05-19,2,10350,18,1,42.17,Аптека 2,Анти-Ангин табл.д/рассас. уп.контурн.яч. 10 пач.картон. 2 Natur Product,247,Антисептики и дезинфицирующие средства
2004-05-19,2,10350,20,1,39.75,Аптека 2,Анти-Ангин табл.д/рассас. уп.контурн.яч. 10 пач.картон. 2 Natur Product,247,Антисептики и дезинфицирующие средства
2004-05-19,2,10648,18,1,18.67,Аптека 2,Анузол супп.рект. уп.контурн.яч. 5 пач.картон. 2 Нижфарм,247,Антисептики и дезинфицирующие средства
2004-05-19,2,11834,20,1,11.23,Аптека 2,Аскорутин табл. бан.темн.стекл. 50 пач.картон. 1 Биосинтез,198,Витамины и витаминоподобные средства
2004-05-19,2,14185,17,1,9.44,Аптека 2,Бенсалитин (мазь мозольная) мазь туба 15 г пач.картон. 1 Московская фармфабрика,247,Антисептики и дезинфицирующие средства
2004-05-19,2,28560,13,1,32.55,Аптека 2,Желудочно-кишечный сбор сбор лек. фильтр-пак. 2 г пач.картон. 20 Красногорсклексредства,223,Желчегонные средства и препараты желчи
2004-05-19,2,33338,18,1,37.74,Аптека 2,Каметон аэроз. бал.аэроз. 45 г [с нас.наз.] пач.картон. 1 Ай Си Эн Октябрь,247,Антисептики и дезинфицирующие средства
2004-05-19,2,38453,14,1,114.26,Аптека 2,"Куриозин гель наружн. 15,4 мг туба 15 г кор. 1 Gedeon Richter",247,Антисептики и дезинфицирующие средства
2004-05-19,2,83563,14,1,46.02,Аптека 2,Доктор Тайсс Эвкалипт леденцы 50 г Dr. Theiss Naturwaren,247,Антисептики и дезинфицирующие средства
2004-05-20,1,828,16,1,44.63,Аптека 1,Бифидумбактерин сухой пор.лиоф.д/р-ра для приема внутрь 5 доз фл. пач.картон. 10 Экополис,33,Иммуномодуляторы
2004-05-20,1,11931,13,1,10.28,Аптека 1,Аспаркам табл. уп.контурн.яч. 50 пач.картон. 1 Галичфарм,108,Микро- и макроэлементы
2004-05-20,1,27498,12,1,70.68,Аптека 1,Доктор Тайсс экстракт эхинацеи табл.д/рассас. бл. 12 кор. 1 Dr. Theiss Naturwaren,247,Антисептики и дезинфицирующие средства
2004-05-20,1,28092,11,1,71.5,Аптека 1,Дуовит драже уп.контурн.яч. 10 кор. 4 KRKA,198,Витамины и витаминоподобные средства
2004-05-20,1,31052,18,1,41.35,Аптека 1,Ингалипт аэроз. бал.аэроз.алюм. 30 мл пач.картон. 1 Ай Си Эн Октябрь,247,Антисептики и дезинфицирующие средства
2004-05-20,1,32435,18,1,10.11,Аптека 1,Календула мазь туба 30 г пач.картон. 1 Московская фармфабрика,247,Антисептики и дезинфицирующие средства
2004-05-20,1,33340,9,1,37.69,Аптека 1,Каметон аэроз. бал.аэроз. 30 г [с доз.устр.] пач.картон. 1 Мосхимфармпрепараты,247,Антисептики и дезинфицирующие средства
2004-05-20,1,36259,17,1,83.6,Аптека 1,Компливит табл.п.о. бан.полимерн. 60 пач.картон. 1 УфаВита,198,Витамины и витаминоподобные средства
2004-05-20,1,45816,10,1,131.35,Аптека 1,Мульти-табс Юниор табл.жев. с малин.-клубн. бл. 15 кор. 2 Ferrosan,198,Витамины и витаминоподобные средства
2004-05-20,1,58040,18,1,9.63,Аптека 1,Прополис мазь туба 30 г пач.картон. 1 Московская фармфабрика,48,Общетонизирующие средства и адаптогены
2004-05-20,1,78981,18,1,44.96,Аптека 1,Эвкалипт табл.д/рассас. уп.контурн.яч. 10 кор. 2 Natur Product,247,Антисептики и дезинфицирующие средства
2004-05-20,2,14185,17,1,9.44,Аптека 2,Бенсалитин (мазь мозольная) мазь туба 15 г пач.картон. 1 Московская фармфабрика,247,Антисептики и дезинфицирующие средства
2004-05-20,2,21270,12,1,184.61,Аптека 2,"Гексорал р-р наружн. 0,1 % фл. 200 мл кор. 1 Parke-Davis",247,Антисептики и дезинфицирующие средства
2004-05-20,2,32560,16,2,12.58,Аптека 2,Календулы настойка настойка фл.темн.стекл. 40 мл пач.картон. 1 Тверская фармфабрика,247,Антисептики и дезинфицирующие средства
2004-05-20,2,33338,17,1,37.74,Аптека 2,Каметон аэроз. бал.аэроз. 45 г [с нас.наз.] пач.картон. 1 Ай Си Эн Октябрь,247,Антисептики и дезинфицирующие средства
2004-05-20,2,33340,19,1,39.2,Аптека 2,Каметон аэроз. бал.аэроз. 30 г [с доз.устр.] пач.картон. 1 Мосхимфармпрепараты,247,Антисептики и дезинфицирующие средства
2004-05-20,2,57168,13,1,130.85,Аптека 2,Прегнавит капс. бл. 10 кор. 3 Merckle,198,Витамины и витаминоподобные средства
2004-05-20,2,62773,20,1,36.54,Аптека 2,Себидин табл.д/рассас. бл. 20 кор. 1 Glaxo Wellcome Poznan,247,Антисептики и дезинфицирующие средства
2004-05-20,2,79038,12,1,3.9,Аптека 2,Эвкалипта настойка настойка фл. 25 мл Санкт-Петербургская фармфабрика,247,Антисептики и дезинфицирующие средства
2004-05-21,1,828,13,3,133.89,Аптека 1,Бифидумбактерин сухой пор.лиоф.д/р-ра для приема внутрь 5 доз фл. пач.картон. 10 Экополис,33,Иммуномодуляторы
2004-05-21,1,31052,11,1,41.35,Аптека 1,Ингалипт аэроз. бал.аэроз.алюм. 30 мл пач.картон. 1 Ай Си Эн Октябрь,247,Антисептики и дезинфицирующие средства
2004-05-21,1,31052,17,1,41.35,Аптека 1,Ингалипт аэроз. бал.аэроз.алюм. 30 мл пач.картон. 1 Ай Си Эн Октябрь,247,Антисептики и дезинфицирующие средства
2004-05-21,1,32560,16,3,17.55,Аптека 1,Календулы настойка настойка фл.темн.стекл. 40 мл пач.картон. 1 Тверская фармфабрика,247,Антисептики и дезинфицирующие средства
2004-05-21,1,33338,18,1,40.69,Аптека 1,Каметон аэроз. бал.аэроз. 45 г [с нас.наз.] пач.картон. 1 Ай Си Эн Октябрь,247,Антисептики и дезинфицирующие средства
2004-05-21,1,41527,20,1,208.14,Аптека 1,Магне B_6 табл.п.о. бл. 10 кор. 5 Sanofi-Winthrop Industrie,198,Витамины и витаминоподобные средства
2004-05-21,1,45448,9,1,50.89,Аптека 1,"Морской кальций биобаланс кальций-железо-марганец-медь табл. 0,6 г бан.полимерн. 100 Экомир",108,Микро- и макроэлементы
2004-05-21,1,58592,18,1,88.96,Аптека 1,Пульмекс бэби мазь туба 20 г кор. 1 Novartis Consumer Health SA,247,Антисептики и дезинфицирующие средства
2004-05-21,1,75406,11,1,140.94,Аптека 1,Центрум табл.п.о. фл. 30 кор. 1 Wyeth-Lederle,198,Витамины и витаминоподобные средства
2004-05-21,1,79017,18,1,5.64,Аптека 1,Эвкалипта настойка настойка фл. 25 мл Тверской витаминный завод,247,Антисептики и дезинфицирующие средства
2004-05-21,1,83052,12,4,40.0,Аптека 1,Линимент бальзамический (по Вишневскому) линим. туба 30 г пач.картон. 1 Фармновация,247,Антисептики и дезинфицирующие средства
2004-05-21,2,21270,12,1,184.61,Аптека 2,"Гексорал р-р наружн. 0,1 % фл. 200 мл кор. 1 Parke-Davis",247,Антисептики и дезинфицирующие средства
2004-05-21,2,32560,13,1,6.29,Аптека 2,Календулы настойка настойка фл.темн.стекл. 40 мл пач.картон. 1 Тверская фармфабрика,247,Антисептики и дезинфицирующие средства
2004-05-21,2,32560,17,1,6.29,Аптека 2,Календулы настойка настойка фл.темн.стекл. 40 мл пач.картон. 1 Тверская фармфабрика,247,Антисептики и дезинфицирующие средства
2004-05-21,2,33340,12,1,39.2,Аптека 2,Каметон аэроз. бал.аэроз. 30 г [с доз.устр.] пач.картон. 1 Мосхимфармпрепараты,247,Антисептики и дезинфицирующие средства
2004-05-21,2,33340,15,1,39.2,Аптека 2,Каметон аэроз. бал.аэроз. 30 г [с доз.устр.] пач.картон. 1 Мосхимфармпрепараты,247,Антисептики и дезинфицирующие средства
2004-05-21,2,33448,20,1,5.06,Аптека 2,Камфорное масло для наружного применения р-р масл.наружн. 10 % фл.темн.стекл. 30 мл Ростовская фармф,247,Антисептики и дезинфицирующие средства
2004-05-21,2,41527,17,1,213.67,Аптека 2,Магне B_6 табл.п.о. бл. 10 кор. 5 Sanofi-Winthrop Industrie,198,Витамины и витаминоподобные средства
2004-05-21,2,43699,15,1,5.06,Аптека 2,Меновазин р-р спирт.наружн. фл.темн.стекл. 40 мл Тульская фармфабрика,50,Местные анестетики
2004-05-21,2,83480,14,2,14.2,Аптека 2,Интерферон лейкоцитарный человеческий сухой пор.лиоф. 1000 МЕ 4 доз амп. № 1 Иммунопрепарат,33,Иммуномодуляторы
2004-05-22,1,2827,18,1,8.14,Аптека 1,Лидокаина гидрохлорида раствор для инъекций р-р д/ин. 2 % амп. 2 мл [с нож.амп.] пач.картон. 10 Биос,50,Местные анестетики
2004-05-22,1,21269,11,1,187.99,Аптека 1,"Гексорал аэроз.наружн. 0,2 % бал.аэроз. 40 мл [с нас.] кор. 1 Parke-Davis",247,Антисептики и дезинфицирующие средства
2004-05-22,1,52458,12,1,48.39,Аптека 1,Панангин табл.п.о. фл. 50 кор. 1 Gedeon Richter,108,Микро- и макроэлементы
2004-05-22,1,52458,15,1,48.39,Аптека 1,Панангин табл.п.о. фл. 50 кор. 1 Gedeon Richter,108,Микро- и макроэлементы
2004-05-22,1,58590,11,1,107.13,Аптека 1,Пульмекс мазь туба 40 г кор. 1 Novartis Consumer Health SA,247,Антисептики и дезинфицирующие средства
2004-05-22,1,82545,19,1,132.23,Аптека 1,"Арбидол-ЛЭНС табл.п.о. 0,1 г бл. 10 кор. 1 Дальхимфарм",33,Иммуномодуляторы
2004-05-22,2,828,11,1,46.41,Аптека 2,Бифидумбактерин сухой пор.лиоф.д/р-ра для приема внутрь 5 доз фл. пач.картон. 10 Экополис,33,Иммуномодуляторы
2004-05-22,2,11829,14,3,6.9,Аптека 2,Аскорутин табл. уп.контурн.яч. 10 пач.картон. ВИФИТЕХ,198,Витамины и витаминоподобные средства
2004-05-22,2,11834,13,2,22.46,Аптека 2,Аскорутин табл. бан.темн.стекл. 50 пач.картон. 1 Биосинтез,198,Витамины и витаминоподобные средства
2004-05-22,2,21270,18,1,184.61,Аптека 2,"Гексорал р-р наружн. 0,1 % фл. 200 мл кор. 1 Parke-Davis",247,Антисептики и дезинфицирующие средства
2004-05-22,2,31050,20,1,40.69,Аптека 2,Ингалипт аэроз. бал.аэроз.алюм. 30 мл [с доз.устр.] пач.картон. 1 Алтайвитамины,247,Антисептики и дезинфицирующие средства
2004-05-22,2,32535,20,1,5.85,Аптека 2,Календулы настойка настойка фл.темн.стекл. 40 мл Тульская фармфабрика,247,Антисептики и дезинфицирующие средства
2004-05-22,2,32560,17,1,4.86,Аптека 2,Календулы настойка настойка фл.темн.стекл. 40 мл пач.картон. 1 Тверская фармфабрика,247,Антисептики и дезинфицирующие средства
2004-05-22,2,51407,17,1,85.7,Аптека 2,Олиговит табл.п.о. уп.контурн.яч. 10 пач.картон. 3 Ай Си Эн Октябрь,198,Витамины и витаминоподобные средства
2004-05-22,2,83215,20,1,244.39,Аптека 2,Центрум табл.п.о. фл. 60 кор. 1 Lederle Parenterals Inc.,198,Витамины и витаминоподобные средства
2004-05-22,2,83480,11,5,35.5,Аптека 2,Интерферон лейкоцитарный человеческий сухой пор.лиоф. 1000 МЕ 4 доз амп. № 1 Иммунопрепарат,33,Иммуномодуляторы
2004-05-23,1,33338,17,1,40.69,Аптека 1,Каметон аэроз. бал.аэроз. 45 г [с нас.наз.] пач.картон. 1 Ай Си Эн Октябрь,247,Антисептики и дезинфицирующие средства
2004-05-23,1,34687,17,1,36.78,Аптека 1,Квадевит табл.п.о. бан.полимерн. 30 пач.картон. 1 Ай Си Эн Октябрь,198,Витамины и витаминоподобные средства
